text,page
"72   Arbeitsmarkt und Sozialpolitik




     5.4.1 Finanzielle Benachteiligung von
     Familien beseitigen

     Familien sind gegenüber Kinderlosen in dramatischer
     Weise finanziell benachteiligt. Familienarmut und eine
     anhaltend niedrige Geburtenrate sind die Folge. Kinder
     werden in Politik und Medien als karrierehemmender Bal-
     last dargestellt. Es ist Zeit, die Leistung der Eltern finanzi-
     ell und ideell anzuerkennen.

     Deutschland hat die niedrigste Geburtenrate in ganz Eu-
     ropa. Grund ist zum einen eine Zunahme der Kinderlosen,
     zum anderen ein Rückgang der Mehrkindfamilien. Wenn
     wir dieser demografischen Fehlentwicklung nicht gegen-
     steuern, werden unsere Renten-, Kranken- und Pflegever-
     sicherungssysteme zusammenbrechen.

     Die AfD steht für grundlegende Reformen zum Wohle
     Deutschlands. Das betrifft auch die Sozialversicherungen.
     Nur so können die Systeme auch zukünftig leistungsfähig
     bleiben. Die hohen Abgaben wirken sich negativ auf die
     Einkommen der Arbeitnehmer aus. Auch der wirtschaftli-
     che Erfolg Deutschlands leidet darunter.

     5.4.2 „Aktivierende Grundsicherung” -
     Arbeit, die sich lohnt

     Die AfD will eine „Aktivierende Grundsicherung“ als
     Alternative zum Arbeitslosengeld II (sogenanntes „Hartz
     IV“). Dabei schmilzt der staatliche Unterstützungsbetrag
     der Grundsicherung mit wachsendem Einkommen immer
     weiter ab, bis ab einem bestimmten Einkommen Einkom-
     mensteuer zu entrichten ist, statt einen staatlichen Unter-
",72
"                       Arbeitsmarkt und Sozialpolitik        73




stützungsbetrag zu erhalten. Das erzielte Einkommen soll
nicht wie bisher vollständig mit dem Unterstützungsbetrag
verrechnet werden. Stattdessen verbleibt dem Erwerbstä-
tigen stets ein spürbarer Anteil des eigenen Verdienstes.
Dadurch entsteht Arbeitsanreiz. Wer arbeitet, wird auf je-
den Fall mehr Geld zur Verfügung haben als derjenige, der
nicht arbeitet, aber arbeitsfähig ist (Lohnabstandsgebot).
Missbrauchsmöglichkeiten sind auszuschließen.

5.4.3 Kinder und Erziehungsleistung
bei der Rente berücksichtigen

Ein reformiertes Renten- und Steuersystem soll sicherstel-   Wer durch die
                                                             Erziehung von
len, dass kinderreiche Familien aus unteren und mittleren
                                                             Kindern im Beruf
Einkommensgruppen nicht mehr am Rande des Existenz-          zurückstecken musste,
minimums leben müssen und ausreichende eigene Renten-        ist im Alter bei der
                                                             Rente benachteiligt.
ansprüche aufbauen. Daher wollen wir bei der Rente die       Wir wollen daher die
Kinderzahl und die Erziehungsleistung stärker als bisher     Kinderzahl und die
                                                             Erziehungsleistung
berücksichtigen. Durch eine spezielle Förderung von
                                                             stärker als bisher bei
Mehrkindfamilien möchte die AfD zudem dazu ermutigen,        der Rente
sich für mehr Kinder zu entscheiden.                         berücksichtigen.



5.4.4 Pflege durch Angehörige aufwerten

Die Pflege älterer Menschen durch einen Dienst oder
durch ein Heim wird höher vergütet als die Pflege durch
einen Angehörigen. Pflegende Angehörige werden oft mit
organisatorischen und finanziellen Problemen alleingelas-
sen. Wir wollen die Fürsorge für pflegebedürftige Fami-
lienangehörige in einer vertrauten familiären Umgebung
stärken.
",73
"74   Arbeitsmarkt und Sozialpolitik




     In Deutschland werden derzeit mehr als 70 Prozent der
     Pflegebedürftigen zu Hause gepflegt. Dabei sind die Pfle-
     gesätze für Pflegedienste in allen Pflegestufen doppelt so
     hoch wie die für eine Pflege durch Angehörige.

     Die AfD möchte die Rahmenbedingungen derart gestalten,
     dass sich erwachsene Kinder bewusst für die Pflege der El-
     tern entscheiden können. Als Grundlage für die häusliche
     Pflege sind das Beratungsangebot für pflegewillige Ange-
     hörige in Form eines umfassenden Betreuungsnetzwerkes
     zu verbessern und die Pflegesätze an die Leistungen für
     Pflegedienstleister anzugleichen.

     Die AfD will Familienarbeit in der Pflege als Beitrag für das
     Gemeinwohl gesellschaftlich anerkennen. Die individuel-
     le häusliche Pflege muss zu einem Hauptbestandteil der
     sozialen Sicherungssysteme werden.
",74
"Arbeitsmarkt und Sozialpolitik   75
",75
,76
"KAPITEL 6




Familien
und Kinder
",77
"78   Familien und Kinder




     FAMILIEN UND KINDER

     Der AfD ist es ein wichtiges Anliegen, gewachsene kulturel-
     le und regionale Traditionen und bewährte Institutionen
     zu schützen. Sie geben den Menschen Halt und Bindung.

     Insbesondere Ehe und Familie garantieren als Keimzellen
     der bürgerlichen Gesellschaft den über Generationen ge-
     wachsenen gesellschaftlichen Zusammenhalt und genießen
     daher zu Recht den besonderen Schutz des Staates.
",78
"Familien und Kinder   79
",79
"              80          Familien und Kinder




                          6.1 Bekenntnis zur traditionellen
                          Familie als Leitbild

                          Die Wertschätzung für die traditionelle Familie geht in
                          Deutschland zunehmend verloren. Den Bedürfnissen der
                          Kinder und Eltern gerecht zu werden, muss wieder Mittel-
                          punkt der Familienpolitik werden.

Die Alternative für       Die zunehmende Übernahme der Erziehungsaufgabe
Deutschland bekennt
                          durch staatliche Institutionen wie Krippen und Ganztags-
sich zur traditionellen
Familie als Leitbild.     schulen, die Umsetzung des „Gender-Mainstreaming”-Pro-
Ehe und Familie           jekts und die generelle Betonung der Individualität un-
stehen nach dem
Grundgesetz zu Recht
                          tergraben die Familie als wertegebende gesellschaftliche
unter dem besonderen      Grundeinheit. Die Wirtschaft will Frauen als Arbeitskraft.
Schutz des Staates.
                          Ein falsch verstandener Feminismus schätzt einseitig
                          Frauen im Erwerbsleben, nicht aber Frauen, die „nur”
                          Mutter und Hausfrau sind. Diese erfahren häufig geringere
                          Anerkennung und werden finanziell benachteiligt.

                          Die Alternative für Deutschland bekennt sich zur traditio-
                          nellen Familie als Leitbild. Ehe und Familie stehen unter
                          dem besonderen Schutz des Grundgesetzes. In der Familie
                          sorgen Mutter und Vater in dauerhafter gemeinsamer Ver-
                          antwortung für ihre Kinder. Die originären Bedürfnisse der
                          Kinder, die Zeit und Zuwendung ihrer Eltern brauchen,
                          stehen dabei im Mittelpunkt.

                          Es sollte wieder erstrebenswert sein, eine Ehe einzugehen,
                          Kinder zu erziehen und möglichst viel Zeit mit diesen zu
                          verbringen. Die AfD möchte eine gesellschaftliche Werte-
                          diskussion zur Stärkung der Elternrolle und gegen die vom
                          „Gender-Mainstreaming” propagierte Stigmatisierung tra-
                          ditioneller Geschlechterrollen anstoßen. Kinder sind kein
",80
"                                   Familien und Kinder        81




karrierehemmender Ballast, sondern unsere Zukunft.
Wenn ein Elternteil die Erziehungsleistung allein tragen
muss, bedarf es besonderer Unterstützung.

6.2 Mehr Kinder statt Masseneinwanderung

Den demografischen Fehlentwicklungen in Deutschland
muss entgegengewirkt werden. Die volkswirtschaftlich
nicht tragfähige und konfliktträchtige Masseneinwan-
derung ist dafür kein geeignetes Mittel. Vielmehr muss
mittels einer aktivierenden Familienpolitik eine höhere
Geburtenrate der einheimischen Bevölkerung als mittel-
und langfristig einzig tragfähige Lösung erreicht werden.

Die Geburtenrate in Deutschland liegt mit einem relativ
konstanten Wert von 1,4 seit über vierzig Jahren weit unter
dem bestanderhaltenden Niveau. Jede fünfte Frau bleibt
heute kinderlos, unter Akademikerinnen war es 2012 sogar
jede dritte. Familien mit mehr als zwei Kindern finden sich
überwiegend in sozial schwächeren Schichten, während
in der Mittelschicht das Geburteneintrittsalter der Frauen
immer weiter steigt und die Anzahl kinderreicher Famili-
en sinkt. Auch sind jährlich rund 100.000 Abtreibungen
nach der Beratungsregel (soziale Indikation) zu beklagen.
Gleichzeitig steigt die Lebenserwartung kontinuierlich an,
so dass sich die Bevölkerungsstruktur gravierend ändert.
Im Jahr 2060 werden Prognosen des Statistischen Bun-
desamts zufolge nur noch 65 bis 70 Millionen Menschen in
Deutschland leben gegenüber 81 Millionen 2015.

Nehmen die Verschiebung der Alterspyramide und die
mangelnde Orientierung der Zuwanderung am Bedarf des
Arbeitsmarktes weiter zu, wird dies sinkende Renten, eine
",81
"82   Familien und Kinder




     Überlastung der berufstätigen Jahrgänge durch Steuern
     und Abgaben und eine verminderte Wirtschaftsleistung
     zur Folge haben. Die sozialen Sicherungssysteme werden
     in eine finanzielle Schieflage geraten.

     Um den Auswirkungen dieses markanten demografischen
     Trends entgegenzuwirken, setzen die derzeitigen Regie-
     rungsparteien auf eine fortgesetzte, von Bedarf und Quali-
     fikation abgekoppelte Masseneinwanderung hauptsächlich
     aus islamischen Staaten. Dabei hat sich in den vergan-
     genen Jahren gezeigt, dass insbesondere muslimische
     Migranten in Deutschland nur ein unterdurchschnittliches
     Bildungs- und Beschäftigungsniveau erreichen. Dass die
     Geburtenrate unter Migranten mit mehr als 1,8 Kindern
     deutlich höher liegt als unter deutschstämmigen Frauen,
     verstärkt den ethnisch-kulturellen Wandel der Bevölke-
     rungsstruktur.

     Der Versuch, diese Entwicklungen über noch mehr Ein-
     wanderung zu kompensieren, birgt durch mangelnde Inte-
     gration und Kettenmigration insbesondere in den großen
     Städten die Gefahr, dass sich weitere Parallelgesellschaften
     bilden. Durch das sich Ausbreiten der konfliktträchtigen
     Multi-Minoritätengesellschaften erodieren der soziale
     Zusammenhalt, das gegenseitige Vertrauen und die öffent-
     liche Sicherheit als unverzichtbare Elemente eines stabilen
     Gemeinwesens. Der durchschnittliche Bildungsstand wird
     weiter sinken.

     Durch eine größere Wertschätzung der Elternarbeit sowie
     einer Bildungs- und Familienpolitik, die sich an den Be-
     dürfnissen von Familien orientiert und junge Menschen
     zur Familiengründung ermutigt, soll die Geburtenrate
",82
"                                   Familien und Kinder         83




mittel- bis langfristig wieder ein tragfähiges Niveau errei-
chen. Die Lücke zwischen Kinderwunsch, den nach wie vor
90 Prozent der jungen Deutschen hegen, und der Zahl der
geborenen Kinder soweit wie möglich zu schließen, sehen
wir als zentrale politische Aufgabe.

6.3 Mehr Unterstützung für Familien

So muss eine alternative Familienpolitik die Familie als       Wer ein oder mehrere
                                                               Kinder großgezogen
wertegebende Grundeinheit finanziell und ideell stärken.
                                                               hat, soll entsprechend
Die derzeit bestehenden finanziellen Nachteile, die Fami-      früher in Rente gehen
lien mit Kindern gegenüber Kinderlosen erleiden, müssen        dürfen als Erwerbstäti-
                                                               ge, die sich dieser
korrigiert werden. Insbesondere muss es auch in den            gesellschaftlichen
bildungsnahen, mittleren Einkommensschichten wieder            Aufgabe nicht stellen
                                                               wollten oder konnten.
möglich sein, zukunftsgerichtet für eine große Familie zu
sorgen, ohne sich dabei einem Armutsrisiko auszusetzen.
Ein geeignetes Mittel dafür wäre z.B. die Bereitstellung
zinsloser Darlehen für Eltern zum Erwerb von Wohneigen-
tum, deren Schuldsumme sich mit jedem neugeborenen
Kind vermindert. Die vielschichtigen Hürden für Akade-
mikerinnen, sich schon während des Studiums oder in den
ersten Berufsjahren für ein Kind zu entscheiden, wollen
wir beseitigen. Studenten, die während oder kurz nach Ab-
schluss des Studiums Eltern werden, soll die Rückzahlung
von Bafög-Darlehen erlassen werden. Durch eine spezielle
Förderung von Mehrkindfamilien möchte die AfD dazu
ermutigen, sich für mehr Kinder zu entscheiden.

6.4 Wirtschaftliche Zukunft trotz Demografiekrise

Gleichzeitig mit dem Anheben der Geburtenrate sind die
vorhandenen Potentiale in Deutschland besser auszu-
schöpfen. Hierzu dienen eine optimierte Aus- und Wei-
",83
